DAY_NUMBER,MONTH,MONTH_NUM,DATE1,CO,OZONE,NO2,SO2,PM2.5,Temp
465,APR,4,2016-04-09 00:00,90.98,27.02,7.64,3.37,20.17,31.58
466,APR,4,2016-04-10 00:00,0.7,34.33,8.04,3.24,15.93,31.59
467,APR,4,2016-04-11 00:00,0.82,42.07,15.8,3.17,19.14,31.42
468,APR,4,2016-04-12 00:00,11.3,42.29,29.76,3.33,23.14,31.75
469,APR,4,2016-04-13 00:00,0.83,52.18,28.29,3.88,30.17,32.76
470,APR,4,2016-04-14 00:00,0.81,54.82,14.22,3.24,32.87,32.91
471,APR,4,2016-04-15 00:00,0.78,45.41,14.82,6.45,24.35,32.66
472,APR,4,2016-04-16 00:00,72.92,30.82,13.84,7.2,16.56,32.28
473,APR,4,2016-04-17 00:00,10.56,38.69,11.77,3.75,20.97,32.02
474,APR,4,2016-04-18 00:00,0.76,31.9,12.13,3.52,18.2,32.09
475,APR,4,2016-04-19 00:00,0.67,21.84,10.78,3.12,15.57,32.03
476,APR,4,2016-04-20 00:00,0.89,20.2,14.54,3.34,21.05,32.3
477,APR,4,2016-04-21 00:00,26.65,30.52,17.72,4.49,21.67,32.88
478,APR,4,2016-04-22 00:00,186.59,41.18,24.06,7.59,18.87,34.79
479,APR,4,2016-04-23 00:00,1.06,42.29,22.81,6.21,39.69,33.87
480,APR,4,2016-04-24 00:00,0.74,53.29,18.92,5.11,39.69,33.32
481,APR,4,2016-04-25 00:00,6.78,36.25,17.62,3.92,34.9,33.37
482,APR,4,2016-04-26 00:00,164.8,21.05,10.97,4.29,34.78,32.59
483,APR,4,2016-04-27 00:00,0.86,25.62,18.01,3.93,20.82,32.14
484,APR,4,2016-04-28 00:00,1.02,28.54,22.49,4.27,23.91,32.56
485,APR,4,2016-04-29 00:00,7.86,34.18,18.96,4.1,18.42,32.49
486,APR,4,2016-04-30 00:00,231.13,44.94,20.08,5.52,522.69,32.14
487,MAY,5,2016-05-01 00:00,136.26,73.97,16.43,8.48,206.89,33.45
488,MAY,5,2016-05-02 00:00,6.32,52.61,17.11,9.37,30.14,32.72
489,MAY,5,2016-05-03 00:00,25.7,40.54,14.36,8.52,21.6,32.77
490,MAY,5,2016-05-04 00:00,1.04,35.57,14.63,8.27,23.42,32.92
491,MAY,5,2016-05-05 00:00,62.12,40.74,14.27,7.85,31.53,32.72
492,MAY,5,2016-05-06 00:00,0.99,41.24,16.12,7.81,35.75,32.58
493,MAY,5,2016-05-07 00:00,0.98,41.82,13.6,8.26,24.34,32.76
494,MAY,5,2016-05-08 00:00,1,37.74,13.18,6.67,20.88,32.98
495,MAY,5,2016-05-09 00:00,1.23,26.37,11.98,6.43,18.98,33.06
496,MAY,5,2016-05-10 00:00,1.2,22.35,12.14,6.05,21.1,33.31
497,MAY,5,2016-05-11 00:00,1.37,33.57,13.92,6.12,21.65,33.08
498,MAY,5,2016-05-12 00:00,1.45,67.39,23.16,6.44,22.06,33.26
499,MAY,5,2016-05-13 00:00,1.39,69.82,15.86,6.49,19.55,33.01
500,MAY,5,2016-05-14 00:00,1.38,60.63,11.32,5.68,15.95,33.12
501,MAY,5,2016-05-15 00:00,1.31,57.81,7.51,5,11.87,33.15
502,MAY,5,2016-05-16 00:00,77.29,51.34,8.75,4.83,10.62,31.34
503,MAY,5,2016-05-17 00:00,458.34,31.32,21.8,7.68,24.05,28.43
504,MAY,5,2016-05-18 00:00,295.67,152.03,37.89,8.49,32.83,27.34
505,MAY,5,2016-05-19 00:00,75.86,43.54,21.13,5.12,31.96,30.37
506,MAY,5,2016-05-20 00:00,84.76,57.22,34.47,6.41,32.06,31.52
507,MAY,5,2016-05-21 00:00,13.48,55.81,12.05,5.25,44.8,34.04
508,MAY,5,2016-05-22 00:00,0.88,49.84,12.53,4.11,38.69,34.69
509,MAY,5,2016-05-23 00:00,0.98,27.03,18.98,4.45,38.96,34.71
510,MAY,5,2016-05-24 00:00,1.14,41.64,18.58,3.85,29.84,35.02
511,MAY,5,2016-05-25 00:00,1.03,45.06,12.89,4.01,29.86,35.31
512,MAY,5,2016-05-26 00:00,86.77,43.8,13.66,4.35,34.81,34.55
513,MAY,5,2016-05-27 00:00,253.51,43.02,15.06,4.34,36.25,33.45
514,MAY,5,2016-05-28 00:00,259.81,45.92,12.94,4.8,30.23,33.79
515,MAY,5,2016-05-29 00:00,67.52,60.31,11.64,4.5,32.44,33.32
516,MAY,5,2016-05-30 00:00,29.45,43.83,11.68,4.94,35.75,33.77
517,MAY,5,2016-05-31 00:00,1.15,55.12,15.46,2.37,38.73,33.66
518,JUN,6,2016-06-01 00:00,308.36,63.55,12.1,2.63,22.63,35.06
519,JUN,6,2016-06-02 00:00,119.21,22.47,13.2,3.81,37.43,30.34
520,JUN,6,2016-06-03 00:00,119.21,22.47,13.2,3.81,37.43,30.34
521,JUN,6,2016-06-04 00:00,119.21,22.47,13.2,3.81,37.43,30.34
522,JUN,6,2016-06-05 00:00,119.21,22.47,13.2,3.81,37.43,30.34
523,JUN,6,2016-06-06 00:00,119.21,22.47,13.2,3.81,37.43,30.34
524,JUN,6,2016-06-07 00:00,119.21,22.47,13.2,3.81,37.43,30.34
525,JUN,6,2016-06-08 00:00,119.21,22.47,13.2,3.81,37.43,30.34
526,JUN,6,2016-06-09 00:00,119.21,22.47,13.2,3.81,37.43,30.34
527,JUN,6,2016-06-10 00:00,119.21,22.47,13.2,3.81,37.43,30.34
528,JUN,6,2016-06-11 00:00,119.21,22.47,13.2,3.81,37.43,30.34
529,JUN,6,2016-06-12 00:00,119.21,22.47,13.2,3.81,37.43,30.34
530,JUN,6,2016-06-13 00:00,119.21,22.47,13.2,3.81,37.43,30.34
531,JUN,6,2016-06-14 00:00,1.55,12.67,21.95,6.43,33.14,30.34
532,JUN,6,2016-06-15 00:00,99.74,32.64,21.53,5.14,24.95,33.96
533,JUN,6,2016-06-16 00:00,845.75,16.56,22.64,5.56,58.67,32.95
534,JUN,6,2016-06-17 00:00,21.01,18.15,16.01,7,38.74,32.74
535,JUN,6,2016-06-18 00:00,9.55,27,11.12,5.69,36.95,32.45
536,JUN,6,2016-06-19 00:00,7.74,36.26,9.79,4.93,36.43,32.26
537,JUN,6,2016-06-20 00:00,262.05,33.54,4.84,4.12,32.91,31.97
538,JUN,6,2016-06-21 00:00,117.81,31.19,11.64,4.04,28.77,31.77
539,JUN,6,2016-06-22 00:00,468.8,14.62,7.46,4.7,18.67,31.08
540,JUN,6,2016-06-23 00:00,36.65,10.13,28.54,9.77,48.96,31.84
541,JUN,6,2016-06-24 00:00,225.14,25.48,13.04,4.75,62.41,36.69
542,JUN,6,2016-06-25 00:00,119.21,22.47,13.2,3.81,37.43,30.34
543,JUN,6,2016-06-26 00:00,119.21,22.47,13.2,3.81,37.43,30.34
544,JUN,6,2016-06-27 00:00,0.97,27.18,22.01,4.32,38.86,29.73
545,JUN,6,2016-06-28 00:00,240.12,35.28,15.26,5.4,53.97,30.19
546,JUN,6,2016-06-29 00:00,1.23,3.87,30.66,3.13,48.01,28.76
547,JUN,6,2016-06-30 00:00,225.33,8.89,21.31,10.68,28.97,29.65
548,JUL,7,2016-07-01 00:00,397.89,10.86,21.46,6.21,48.29,30.55
549,JUL,7,2016-07-02 00:00,26.61,21.4,15.68,9.85,47.79,31.65
550,JUL,7,2016-07-03 00:00,1.33,16.24,12.83,11.26,31.53,30.21
551,JUL,7,2016-07-04 00:00,340.5,12.21,21.75,13.42,33.18,29.69
552,JUL,7,2016-07-05 00:00,10.67,5.6,20.34,7,19.46,30.34
553,JUL,7,2016-07-06 00:00,51.13,12.27,13.22,7,19,29.86
554,JUL,7,2016-07-07 00:00,118.51,4.57,15.56,7.21,13.44,28.59
555,JUL,7,2016-07-08 00:00,330.86,7.78,23.63,7.08,20.88,29.45
556,JUL,7,2016-07-09 00:00,343.58,7.7,20.46,5.43,21.31,29.32
557,JUL,7,2016-07-10 00:00,119.21,22.47,13.2,3.81,37.43,30.34
558,JUL,7,2016-07-11 00:00,119.21,22.47,13.2,3.81,37.43,30.34
559,JUL,7,2016-07-12 00:00,119.21,22.47,13.2,3.81,37.43,30.34
560,JUL,7,2016-07-13 00:00,0.55,33.29,11.44,7.27,27.15,31.77
561,JUL,7,2016-07-14 00:00,328.27,10.74,16.8,7.33,16.69,30.07
562,JUL,7,2016-07-15 00:00,0.66,31.5,12.94,6.78,26.25,30.87
563,JUL,7,2016-07-16 00:00,0.67,26.74,13.78,6.6,29.96,29.49
564,JUL,7,2016-07-17 00:00,75.34,26.89,10.86,6.64,36.8,29.15
565,JUL,7,2016-07-18 00:00,0.66,18.01,13.58,6.75,17.75,28.38
566,JUL,7,2016-07-19 00:00,166.96,7.18,16.59,6.1,19.3,26.3
567,JUL,7,2016-07-20 00:00,257.67,6.81,20.26,6.58,25.23,28
568,JUL,7,2016-07-21 00:00,496.56,7.42,31.78,6.67,24.17,28.12
569,JUL,7,2016-07-22 00:00,274.97,16.12,15.97,7.08,14.63,31.33
570,JUL,7,2016-07-23 00:00,445.96,7.32,26.06,7.71,23.87,28.45
571,JUL,7,2016-07-24 00:00,238.56,36.62,9.67,8.16,9.47,
572,JUL,7,2016-07-25 00:00,119.21,22.47,13.2,3.81,37.43,
573,JUL,7,2016-07-26 00:00,119.21,22.47,13.2,3.81,37.43,
574,JUL,7,2016-07-27 00:00,119.21,22.47,13.2,3.81,37.43,
575,JUL,7,2016-07-28 00:00,119.21,22.47,13.2,3.81,37.43,
576,JUL,7,2016-07-29 00:00,119.21,22.47,13.2,3.81,37.43,
577,JUL,7,2016-07-30 00:00,119.21,22.47,13.2,3.81,37.43,
578,JUL,7,2016-07-31 00:00,119.21,22.47,13.2,3.81,37.43,
579,AUG,8,2016-08-01 00:00,119.21,22.47,13.2,3.81,37.43,
580,AUG,8,2016-08-02 00:00,106.51,9.58,39.61,7.02,27.43,
581,AUG,8,2016-08-03 00:00,330.55,11.31,19.16,5.51,21.38,
582,AUG,8,2016-08-04 00:00,628.41,9.13,22.05,6.02,24.18,
583,AUG,8,2016-08-05 00:00,216.9,12.9,18.8,6.24,22.96,
584,AUG,8,2016-08-06 00:00,201.66,11.25,19.94,7.19,19.01,
585,AUG,8,2016-08-07 00:00,180.94,14.84,11.32,5.36,16.23,
586,AUG,8,2016-08-08 00:00,141.95,12.36,11.52,5.67,14,
587,AUG,8,2016-08-09 00:00,124.3,14.55,11.78,5.62,16.8,
588,AUG,8,2016-08-10 00:00,108.94,13.27,12.84,5.4,17.06,
589,AUG,8,2016-08-11 00:00,246.97,13.7,13.05,5.15,16.17,
590,AUG,8,2016-08-12 00:00,28.85,6.94,7.03,2.76,6.36,
591,AUG,8,2016-08-13 00:00,138.9,15.02,12.22,5.63,19.55,
592,AUG,8,2016-08-14 00:00,156.83,11.43,11.4,5.55,18.2,
593,AUG,8,2016-08-15 00:00,105.46,7.46,10.89,5.04,17.87,
594,AUG,8,2016-08-16 00:00,120.65,11.04,18.03,5.64,18.64,
595,AUG,8,2016-08-17 00:00,145.06,17.79,20.91,5.69,18.93,
596,AUG,8,2016-08-18 00:00,138.12,35.44,11.45,5.75,33.1,
597,AUG,8,2016-08-19 00:00,219.54,37.53,12.99,5.68,21.72,
598,AUG,8,2016-08-20 00:00,120.37,44.58,8.87,6.52,24.96,
599,AUG,8,2016-08-21 00:00,225.62,59.05,6.46,6.36,24.2,
600,AUG,8,2016-08-22 00:00,300.36,47.03,8.45,7.09,27.39,
601,AUG,8,2016-08-23 00:00,134.29,51.65,10.36,6.61,21.37,
602,AUG,8,2016-08-24 00:00,124.3,51.01,11.24,6.85,14.9,
603,AUG,8,2016-08-25 00:00,148.1,27.07,12.63,7.17,21.56,
604,AUG,8,2016-08-26 00:00,177.46,23.09,17.98,6.46,30.89,
605,AUG,8,2016-08-27 00:00,184.89,12.91,17.01,6.8,22.09,
606,AUG,8,2016-08-28 00:00,155.49,20.07,12.76,7.04,28.93,
607,AUG,8,2016-08-29 00:00,113.85,22.59,14.04,6.95,24.7,
608,AUG,8,2016-08-30 00:00,126.92,17.53,19.05,6.86,16.74,
609,AUG,8,2016-08-31 00:00,141.31,17.45,20.34,7.26,19.68,
610,SEP,11,2016-09-01 00:00,131.15,31.49,14.09,6.61,16.53,
611,SEP,11,2016-09-02 00:00,136.16,22.99,16.48,7.16,13.05,
612,SEP,11,2016-09-03 00:00,126.32,18.46,14.26,6.79,14.75,
613,SEP,11,2016-09-04 00:00,216.17,16.42,17.98,7.04,18.31,
614,SEP,11,2016-09-05 00:00,133.91,10.63,13.33,6.78,22.46,
615,SEP,11,2016-09-06 00:00,130.58,24.2,10.88,5.9,17.26,
616,SEP,11,2016-09-07 00:00,89.42,25.68,18.44,5.53,14.37,
617,SEP,11,2016-09-08 00:00,104.32,39.12,10.71,5.39,19.53,
618,SEP,11,2016-09-09 00:00,112.69,48.2,12.36,5.7,21.36,
619,SEP,11,2016-09-10 00:00,147.11,36.25,16.41,5.6,27.19,
620,SEP,11,2016-09-11 00:00,145.66,19.09,20.8,5.02,20.99,
621,SEP,11,2016-09-12 00:00,194.76,10.34,27.12,4.64,30.82,
622,SEP,11,2016-09-13 00:00,250.36,15.17,28.8,5.02,31.11,
623,SEP,11,2016-09-14 00:00,250.94,17.68,33.65,4.69,31.82,
624,SEP,11,2016-09-15 00:00,252.37,17.43,23.47,1.67,16.61,
625,SEP,11,2016-09-16 00:00,96.06,16.38,17.91,1.36,12.26,
626,SEP,11,2016-09-17 00:00,55.51,11.11,22.52,1.25,17.62,
627,SEP,11,2016-09-18 00:00,16.39,15.46,14.83,1.3,19.24,
628,SEP,11,2016-09-19 00:00,16.87,19.71,16.73,1.24,19.43,
629,SEP,11,2016-09-20 00:00,28.81,6.66,35.9,1.42,22.84,
630,SEP,11,2016-09-21 00:00,89.22,7.96,36.59,1.31,15.93,
631,SEP,11,2016-09-22 00:00,62.51,15.76,26.14,1.35,12.17,
632,SEP,11,2016-09-23 00:00,153.28,8.07,16.54,0.87,12.04,
633,SEP,11,2016-09-24 00:00,0,0,0,0,0,
634,SEP,11,2016-09-25 00:00,0,0,0,0,0,
635,SEP,11,2016-09-26 00:00,0,0,0,0,0,
636,SEP,11,2016-09-27 00:00,0,0,0,0,0,
637,SEP,11,2016-09-28 00:00,0,0,0,0,0,
638,SEP,11,2016-09-29 00:00,0,0,0,0,0,
639,SEP,11,2016-09-30 00:00,0,0,0,0,0,
640,OCT,10,2016-10-01 00:00,0,0,0,0,0,
641,OCT,10,2016-10-02 00:00,0,0,0,0,0,
642,OCT,10,2016-10-03 00:00,0,0,0,0,0,
643,OCT,10,2016-10-04 00:00,0,0,0,0,0,
644,OCT,10,2016-10-05 00:00,0,0,0,0,0,
645,OCT,10,2016-10-06 00:00,0,0,0,0,0,
646,OCT,10,2016-10-07 00:00,0,0,0,0,0,
647,OCT,10,2016-10-08 00:00,0,0,0,0,0,
648,OCT,10,2016-10-09 00:00,0,0,0,0,0,
649,OCT,10,2016-10-10 00:00,0,0,0,0,0,
650,OCT,10,2016-10-11 00:00,0,0,0,0,0,
651,OCT,10,2016-10-12 00:00,0,0,0,0,0,
652,OCT,10,2016-10-13 00:00,0,0,0,0,0,
653,OCT,10,2016-10-14 00:00,0,0,0,0,0,
654,OCT,10,2016-10-15 00:00,0,0,0,0,0,
655,OCT,10,2016-10-16 00:00,0,0,0,0,0,
656,OCT,10,2016-10-17 00:00,0,0,0,0,0,
657,OCT,10,2016-10-18 00:00,0,0,0,0,0,
658,OCT,10,2016-10-19 00:00,0,0,0,0,0,
659,OCT,10,2016-10-20 00:00,0,0,0,0,0,
660,OCT,10,2016-10-21 00:00,0,0,0,0,0,
661,OCT,10,2016-10-22 00:00,0,0,0,0,0,
662,OCT,10,2016-10-23 00:00,0,0,0,0,0,
663,OCT,10,2016-10-24 00:00,0,0,0,0,0,
664,OCT,10,2016-10-25 00:00,0,0,0,0,0,
665,OCT,10,2016-10-26 00:00,0,0,0,0,0,
666,OCT,10,2016-10-27 00:00,0,0,0,0,0,
667,OCT,10,2016-10-28 00:00,0,0,0,0,0,
668,OCT,10,2016-10-29 00:00,0,0,0,0,0,
669,OCT,10,2016-10-30 00:00,0,0,0,0,0,
670,OCT,10,2016-10-31 00:00,0,0,0,0,0,
671,NOV,11,2016-11-01 00:00,0,0,0,0,0,
672,NOV,11,2016-11-02 00:00,0,0,0,0,0,
673,NOV,11,2016-11-03 00:00,0,0,0,0,0,
674,NOV,11,2016-11-04 00:00,0,0,0,0,0,
675,NOV,11,2016-11-05 00:00,0,0,0,0,0,
676,NOV,11,2016-11-06 00:00,0,0,0,0,0,
677,NOV,11,2016-11-07 00:00,0,0,0,0,0,
678,NOV,11,2016-11-08 00:00,0,0,0,0,0,
679,NOV,11,2016-11-09 00:00,0,0,0,0,0,
680,NOV,11,2016-11-10 00:00,0,0,0,0,0,
681,NOV,11,2016-11-11 00:00,0,0,0,0,0,
682,NOV,11,2016-11-12 00:00,0,0,0,0,0,
683,NOV,11,2016-11-13 00:00,0,0,0,0,0,
684,NOV,11,2016-11-14 00:00,0,0,0,0,0,
685,NOV,11,2016-11-15 00:00,0,0,0,0,0,
686,NOV,11,2016-11-16 00:00,0,0,0,0,0,
687,NOV,11,2016-11-17 00:00,0,0,0,0,0,
688,NOV,11,2016-11-18 00:00,0,0,0,0,0,
689,NOV,11,2016-11-19 00:00,0,0,0,0,0,
690,NOV,11,2016-11-20 00:00,0,0,0,0,0,
691,NOV,11,2016-11-21 00:00,0,0,0,0,0,
692,NOV,11,2016-11-22 00:00,0,0,0,0,0,
693,NOV,11,2016-11-23 00:00,0,0,0,0,0,
694,NOV,11,2016-11-24 00:00,104.72,32.98,15.26,1.38,19.26,
695,NOV,11,2016-11-25 00:00,386.35,102.61,29.58,19.47,74.58,
696,NOV,11,2016-11-26 00:00,393.7,58.65,40.85,5.43,90.18,
697,NOV,11,2016-11-27 00:00,386.52,48.29,42.05,7.08,102.52,
698,NOV,11,2016-11-28 00:00,467.72,38.26,42.07,4.06,82.68,
699,NOV,11,2016-11-29 00:00,492.96,31.29,47.53,6.3,72.93,
700,NOV,11,2016-11-30 00:00,403.15,51.47,40.73,11.63,74.83,
701,DEC,12,2016-12-01 00:00,501.4,48.31,36.84,3.68,71.2,
702,DEC,12,2016-12-02 00:00,725.01,36.03,29.96,1.65,49.48,
703,DEC,12,2016-12-03 00:00,763.9,14.13,31.9,1.52,43.61,
704,DEC,12,2016-12-04 00:00,763.44,6.61,36.22,1.86,49.35,
705,DEC,12,2016-12-05 00:00,733.58,22.05,28.14,1.71,58.82,
706,DEC,12,2016-12-06 00:00,613.08,46.51,28.89,2.87,63.58,
707,DEC,12,2016-12-07 00:00,534.97,23.94,33.74,2.99,67.64,
708,DEC,12,2016-12-08 00:00,391.88,23.25,37.54,2.24,60.84,
709,DEC,12,2016-12-09 00:00,362.27,46.94,45.85,5.84,65.11,
710,DEC,12,2016-12-10 00:00,354.54,55.52,44.77,10.34,74.11,
711,DEC,12,2016-12-11 00:00,321.66,56.8,42.2,7.35,70.58,
712,DEC,12,2016-12-12 00:00,282.21,41.51,27.88,2.43,33.46,
713,DEC,12,2016-12-13 00:00,119.21,22.47,13.2,3.81,37.43,
714,DEC,12,2016-12-14 00:00,119.21,22.47,13.2,3.81,37.43,
715,DEC,12,2016-12-15 00:00,119.21,22.47,13.2,3.81,37.43,
716,DEC,12,2016-12-16 00:00,119.21,22.47,13.2,3.81,37.43,
717,DEC,12,2016-12-17 00:00,119.21,22.47,13.2,3.81,37.43,
718,DEC,12,2016-12-18 00:00,119.21,22.47,13.2,3.81,37.43,
719,DEC,12,2016-12-19 00:00,119.21,22.47,13.2,3.81,37.43,
720,DEC,12,2016-12-20 00:00,0,0,0,0,0,
721,DEC,12,2016-12-21 00:00,119.21,22.47,13.2,3.81,37.43,
722,DEC,12,2016-12-22 00:00,119.21,22.47,13.2,3.81,37.43,
723,DEC,12,2016-12-23 00:00,0,0,0,0,0,
724,DEC,12,2016-12-24 00:00,0,0,0,0,0,
725,DEC,12,2016-12-25 00:00,0,0,0,0,0,
726,DEC,12,2016-12-26 00:00,119.21,22.47,13.2,3.81,37.43,
727,DEC,12,2016-12-27 00:00,542.39,40.01,9.09,12.01,24.22,
728,DEC,12,2016-12-28 00:00,2624.61,58.25,7.21,3.17,46.73,
729,DEC,12,2016-12-29 00:00,815.13,48.34,8.92,3.63,48.52,
730,DEC,12,2016-12-30 00:00,593.34,37.58,14.42,2.92,63.37,
731,DEC,12,2016-12-31 00:00,166.28,9.78,26.5,3.81,65.53,
